Fitur;Ukuran;Bit;PCA;Kernel;C;Akurasi;Macro F1-score
MTCD+BSIF;15x15;12;0,8;linear;100;99,01;98,975
MTCD+BSIF;13x13;11;0,4;linear;1;99,062;98,972
MTCD+BSIF;15x15;8;0,4;linear;100;99,01;98,972
MTCD+BSIF;15x15;8;0,4;linear;10;99,01;98,972
MTCD+BSIF;13x13;11;N/A;linear;1;99,062;98,971
MTCD+BSIF;13x13;11;0,8;linear;1;99,062;98,971
MTCD+BSIF;13x13;11;0,6;linear;1;99,062;98,971
MTCD+BSIF;13x13;11;0,6;linear;10;99,062;98,969
MTCD+BSIF;13x13;11;0,6;linear;100;99,062;98,969
MTCD+BSIF;15x15;5;N/A;linear;100;99,01;98,954
MTCD+BSIF;15x15;5;0,8;linear;10;99,01;98,954
MTCD+BSIF;15x15;5;0,6;linear;100;99,01;98,954
MTCD+BSIF;15x15;5;N/A;linear;10;99,01;98,954
MTCD+BSIF;15x15;5;0,8;linear;100;99,01;98,954
MTCD+BSIF;15x15;5;0,6;linear;10;99,01;98,954
MTCD+BSIF;13x13;10;N/A;linear;10;99,01;98,951
MTCD+BSIF;13x13;10;0,8;linear;100;99,01;98,951
MTCD+BSIF;13x13;10;N/A;linear;100;99,01;98,951
MTCD+BSIF;13x13;10;0,8;linear;10;99,01;98,951
MTCD+BSIF;13x13;10;0,4;linear;100;99,01;98,948
MTCD+BSIF;13x13;10;0,4;linear;10;99,01;98,948
MTCD+BSIF;13x13;11;0,6;rbf;100;99,01;98,945
MTCD+BSIF;13x13;11;0,8;rbf;100;99,01;98,945
MTCD+BSIF;13x13;11;0,6;rbf;10;99,01;98,945
MTCD+BSIF;13x13;11;0,8;rbf;10;99,01;98,945
MTCD+BSIF;13x13;7;N/A;linear;10;99,01;98,944
MTCD+BSIF;13x13;7;0,8;linear;10;99,01;98,944
MTCD+BSIF;13x13;7;N/A;linear;100;99,01;98,944
MTCD+BSIF;13x13;7;0,8;linear;100;99,01;98,944
MTCD+BSIF;15x15;6;N/A;linear;100;99,01;98,942
MTCD+BSIF;15x15;6;0,8;linear;100;99,01;98,942
MTCD+BSIF;15x15;6;N/A;linear;10;99,01;98,942
MTCD+BSIF;15x15;6;0,8;linear;10;99,01;98,942
MTCD+BSIF;15x15;5;0,6;rbf;100;99,01;98,942
MTCD+BSIF;15x15;5;0,8;rbf;100;99,01;98,942
MTCD+BSIF;15x15;5;0,6;rbf;10;99,01;98,942
MTCD+BSIF;15x15;5;0,8;rbf;10;99,01;98,942
MTCD+BSIF;17x17;5;0,2;rbf;100;99,01;98,941
MTCD+BSIF;17x17;5;0,2;rbf;10;99,01;98,941
MTCD+BSIF;15x15;5;0,4;rbf;100;99,01;98,937
MTCD+BSIF;15x15;5;0,4;rbf;10;99,01;98,937
MTCD+BSIF;15x15;7;0,8;rbf;100;99,01;98,933
MTCD+BSIF;15x15;7;0,8;rbf;10;99,01;98,933
MTCD+BSIF;15x15;6;N/A;rbf;100;99,01;98,933
MTCD+BSIF;15x15;7;0,4;rbf;100;99,01;98,93
MTCD+BSIF;15x15;7;0,6;rbf;10;99,01;98,93
MTCD+BSIF;15x15;7;0,4;rbf;10;99,01;98,93
MTCD+BSIF;15x15;7;0,6;rbf;100;99,01;98,93
MTCD+BSIF;15x15;12;0,4;linear;1;98,958;98,922
MTCD+BSIF;13x13;11;0,8;linear;10;99,01;98,917
MTCD+BSIF;13x13;11;0,4;linear;100;99,01;98,917
MTCD+BSIF;13x13;11;0,8;linear;100;99,01;98,917
MTCD+BSIF;13x13;11;0,4;linear;10;99,01;98,917
MTCD+BSIF;13x13;11;N/A;linear;10;99,01;98,917
MTCD+BSIF;13x13;11;N/A;linear;100;99,01;98,917
MTCD+BSIF;13x13;11;N/A;rbf;10;99,01;98,916
MTCD+BSIF;13x13;11;N/A;rbf;100;99,01;98,916
MTCD+BSIF;13x13;10;0,6;linear;1;99,01;98,914
MTCD+BSIF;13x13;10;N/A;linear;1;99,01;98,914
MTCD+BSIF;13x13;10;0,8;linear;1;99,01;98,914
MTCD+BSIF;13x13;10;0,4;linear;1;99,01;98,911
MTCD+BSIF;15x15;6;0,4;linear;100;98,958;98,903
MTCD+BSIF;15x15;6;0,4;linear;10;98,958;98,903
MTCD+BSIF;15x15;9;0,8;rbf;1;99,01;98,899
MTCD+BSIF;15x15;9;0,4;rbf;1;99,01;98,899
MTCD+BSIF;15x15;9;0,6;rbf;1;99,01;98,899
MTCD+BSIF;13x13;7;N/A;rbf;10;98,958;98,894
MTCD+BSIF;17x17;5;0,4;rbf;1;98,958;98,893
MTCD+BSIF;17x17;5;0,6;rbf;1;98,958;98,893
MTCD+BSIF;17x17;5;0,8;rbf;1;98,958;98,893
MTCD+BSIF;15x15;6;N/A;rbf;10;98,958;98,883
MTCD+BSIF;17x17;12;0,8;rbf;1;98,958;98,878
MTCD+BSIF;13x13;7;N/A;linear;1;98,958;98,869
MTCD+BSIF;13x13;7;0,8;linear;1;98,958;98,869
MTCD+BSIF;13x13;10;0,6;rbf;10;98,958;98,853
MTCD+BSIF;13x13;10;0,8;rbf;10;98,958;98,853
MTCD+BSIF;13x13;10;0,6;rbf;100;98,958;98,853
MTCD+BSIF;13x13;10;0,8;rbf;100;98,958;98,853
MTCD+BSIF;13x13;10;0,4;rbf;10;98,958;98,853
MTCD+BSIF;13x13;10;0,4;rbf;100;98,958;98,853
MTCD+BSIF;17x17;11;0,2;rbf;1;98,906;98,85
MTCD+BSIF;15x15;12;0,6;rbf;10;98,906;98,844
MTCD+BSIF;15x15;12;0,6;rbf;100;98,906;98,844
MTCD+BSIF;15x15;7;0,2;rbf;10;98,906;98,841
MTCD+BSIF;15x15;7;0,2;rbf;100;98,906;98,841
MTCD+BSIF;13x13;7;0,6;linear;100;98,906;98,838
MTCD+BSIF;13x13;7;0,6;linear;10;98,906;98,838
MTCD+BSIF;15x15;6;0,8;rbf;10;98,906;98,836
MTCD+BSIF;15x15;6;0,8;rbf;100;98,906;98,836
MTCD+BSIF;17x17;12;0,2;rbf;100;98,906;98,829
MTCD+BSIF;17x17;12;0,2;rbf;10;98,906;98,829
MTCD+BSIF;13x13;7;N/A;rbf;100;98,906;98,828
MTCD+BSIF;15x15;6;N/A;poly;1;98,906;98,823
MTCD+BSIF;17x17;6;0,2;rbf;1;98,906;98,819
MTCD+BSIF;13x13;7;0,4;linear;10;98,906;98,816
MTCD+BSIF;13x13;7;0,4;linear;100;98,906;98,816
MTCD+BSIF;17x17;12;0,6;rbf;1;98,906;98,803
MTCD+BSIF;15x15;5;0,4;linear;10;98,854;98,8
MTCD+BSIF;15x15;5;0,4;linear;100;98,854;98,8
MTCD+BSIF;15x15;5;0,8;linear;1;98,854;98,798
MTCD+BSIF;15x15;5;0,6;linear;1;98,854;98,798
MTCD+BSIF;15x15;5;N/A;linear;1;98,854;98,798
MTCD+BSIF;15x15;5;0,4;linear;1;98,854;98,796
MTCD+BSIF;15x15;12;0,8;rbf;100;98,854;98,79
MTCD+BSIF;15x15;12;0,8;rbf;10;98,854;98,79
MTCD+BSIF;17x17;7;0,2;rbf;1;98,906;98,787
MTCD+BSIF;15x15;10;0,2;rbf;1;98,958;98,786
MTCD+BSIF;15x15;6;0,6;rbf;10;98,854;98,784
MTCD+BSIF;15x15;6;0,6;rbf;100;98,854;98,784
MTCD+BSIF;13x13;11;0,4;rbf;10;98,854;98,773
MTCD+BSIF;13x13;11;0,4;rbf;100;98,854;98,773
MTCD+BSIF;13x13;9;0,6;rbf;10;98,854;98,77
MTCD+BSIF;13x13;9;0,4;rbf;10;98,854;98,77
MTCD+BSIF;13x13;9;0,6;rbf;100;98,854;98,77
MTCD+BSIF;13x13;9;0,4;rbf;100;98,854;98,77
MTCD+BSIF;15x15;8;0,2;linear;100;98,802;98,767
MTCD+BSIF;15x15;8;0,2;linear;10;98,802;98,767
MTCD+BSIF;15x15;11;0,2;linear;10;98,802;98,766
MTCD+BSIF;15x15;11;0,2;linear;100;98,802;98,766
MTCD+BSIF;13x13;7;0,6;linear;1;98,854;98,763
MTCD+BSIF;17x17;12;0,4;rbf;1;98,854;98,75
MTCD+BSIF;13x13;6;0,8;linear;100;98,802;98,747
MTCD+BSIF;13x13;6;N/A;linear;100;98,802;98,747
MTCD+BSIF;13x13;6;0,8;linear;10;98,802;98,747
MTCD+BSIF;13x13;6;N/A;linear;10;98,802;98,747
MTCD+BSIF;15x15;9;0,2;rbf;1;98,906;98,745
MTCD+BSIF;13x13;6;0,6;linear;100;98,802;98,742
MTCD+BSIF;13x13;6;0,6;linear;10;98,802;98,742
MTCD+BSIF;13x13;6;N/A;rbf;10;98,802;98,741
MTCD+BSIF;13x13;6;N/A;poly;10;98,802;98,739
MTCD+BSIF;13x13;6;N/A;poly;100;98,802;98,739
MTCD+BSIF;15x15;12;0,4;rbf;10;98,802;98,738
MTCD+BSIF;15x15;12;0,4;rbf;100;98,802;98,738
MTCD+BSIF;15x15;7;0,2;linear;1;98,906;98,737
MTCD+BSIF;15x15;6;0,4;rbf;10;98,802;98,73
MTCD+BSIF;15x15;6;0,4;rbf;100;98,802;98,73
MTCD+BSIF;13x13;7;0,8;rbf;10;98,802;98,723
MTCD+BSIF;13x13;7;0,8;rbf;100;98,802;98,723
MTCD+BSIF;13x13;9;0,8;rbf;100;98,802;98,718
MTCD+BSIF;13x13;9;0,8;rbf;10;98,802;98,718
MTCD+BSIF;13x13;5;N/A;rbf;10;98,802;98,716
MTCD+BSIF;13x13;6;0,4;linear;100;98,75;98,705
MTCD+BSIF;13x13;6;0,4;linear;10;98,75;98,705
MTCD+BSIF;13x13;11;N/A;poly;1;98,802;98,7
MTCD+BSIF;13x13;11;N/A;poly;100;98,802;98,7
MTCD+BSIF;13x13;11;N/A;poly;10;98,802;98,7
MTCD+BSIF;11x11;9;N/A;rbf;10;98,75;98,695
MTCD+BSIF;11x11;9;N/A;rbf;100;98,75;98,695
MTCD+BSIF;13x13;8;N/A;rbf;10;98,75;98,693
MTCD+BSIF;13x13;8;N/A;rbf;100;98,75;98,693
MTCD+BSIF;17x17;5;0,2;rbf;1;98,802;98,691
MTCD+BSIF;13x13;6;N/A;rbf;100;98,75;98,688
MTCD+BSIF;15x15;6;0,8;linear;1;98,802;98,669
MTCD+BSIF;15x15;6;N/A;linear;1;98,802;98,669
MTCD+BSIF;15x15;6;0,6;linear;1;98,802;98,669
MTCD+BSIF;13x13;5;N/A;poly;10;98,75;98,667
MTCD+BSIF;13x13;5;N/A;poly;100;98,75;98,667
MTCD+BSIF;11x11;10;0,6;linear;100;98,75;98,665
MTCD+BSIF;11x11;10;0,6;linear;10;98,75;98,665
MTCD+BSIF;13x13;5;0,8;linear;1;98,75;98,662
MTCD+BSIF;13x13;5;N/A;linear;1;98,75;98,662
MTCD+BSIF;11x11;10;0,8;linear;100;98,75;98,66
MTCD+BSIF;11x11;10;N/A;linear;100;98,75;98,66
MTCD+BSIF;11x11;10;0,8;linear;10;98,75;98,66
MTCD+BSIF;11x11;10;N/A;linear;10;98,75;98,66
MTCD+BSIF;15x15;8;0,2;rbf;10;98,698;98,655
MTCD+BSIF;15x15;8;0,2;rbf;100;98,698;98,655
MTCD+BSIF;13x13;8;N/A;poly;10;98,698;98,655
MTCD+BSIF;13x13;8;N/A;poly;100;98,698;98,655
MTCD+BSIF;13x13;8;0,6;rbf;10;98,698;98,654
MTCD+BSIF;13x13;8;0,8;rbf;100;98,698;98,654
MTCD+BSIF;13x13;8;0,6;rbf;100;98,698;98,654
MTCD+BSIF;13x13;8;0,8;rbf;10;98,698;98,654
MTCD+BSIF;13x13;7;0,6;rbf;100;98,75;98,648
MTCD+BSIF;13x13;7;0,6;rbf;10;98,75;98,648
MTCD+BSIF;15x15;11;0,2;linear;1;98,698;98,645
MTCD+BSIF;13x13;12;0,8;linear;100;98,802;98,641
MTCD+BSIF;13x13;12;0,6;linear;100;98,802;98,641
MTCD+BSIF;13x13;12;0,8;linear;1;98,802;98,641
MTCD+BSIF;13x13;12;0,6;linear;10;98,802;98,641
MTCD+BSIF;13x13;12;0,8;linear;10;98,802;98,641
MTCD+BSIF;13x13;12;N/A;linear;1;98,802;98,641
MTCD+BSIF;13x13;12;N/A;linear;100;98,802;98,641
MTCD+BSIF;13x13;12;N/A;linear;10;98,802;98,641
MTCD+BSIF;15x15;8;0,6;rbf;1;98,802;98,634
MTCD+BSIF;15x15;8;0,8;rbf;1;98,802;98,634
MTCD+BSIF;13x13;6;N/A;poly;1;98,698;98,634
MTCD+BSIF;17x17;10;N/A;rbf;1;98,802;98,632
MTCD+BSIF;13x13;10;0,2;linear;10;98,698;98,622
MTCD+BSIF;13x13;10;0,2;linear;100;98,698;98,622
MTCD+BSIF;15x15;8;0,4;rbf;1;98,802;98,621
MTCD+BSIF;15x15;6;0,4;linear;1;98,75;98,616
MTCD+BSIF;13x13;5;N/A;poly;1;98,698;98,613
MTCD+BSIF;15x15;12;0,2;linear;100;98,646;98,609
MTCD+BSIF;15x15;12;0,2;linear;10;98,646;98,609
MTCD+BSIF;13x13;5;N/A;rbf;100;98,698;98,606
MTCD+BSIF;13x13;5;0,6;linear;1;98,698;98,595
MTCD+BSIF;13x13;12;0,6;linear;1;98,75;98,594
MTCD+BSIF;13x13;10;0,8;rbf;1;98,75;98,59
MTCD+BSIF;13x13;10;0,6;rbf;1;98,75;98,59
MTCD+BSIF;13x13;7;0,4;linear;1;98,698;98,576
MTCD+BSIF;13x13;7;0,4;rbf;10;98,698;98,561
MTCD+BSIF;13x13;7;0,4;rbf;100;98,698;98,561
MTCD+BSIF;13x13;5;0,8;linear;10;98,646;98,554
MTCD+BSIF;13x13;5;N/A;linear;100;98,646;98,554
MTCD+BSIF;13x13;5;0,8;linear;100;98,646;98,554
MTCD+BSIF;13x13;5;N/A;linear;10;98,646;98,554
MTCD+BSIF;13x13;10;0,4;rbf;1;98,698;98,551
MTCD+BSIF;13x13;5;0,6;linear;10;98,646;98,549
MTCD+BSIF;13x13;5;0,6;linear;100;98,646;98,549
MTCD+BSIF;13x13;5;0,4;linear;100;98,646;98,54
MTCD+BSIF;13x13;5;0,4;linear;10;98,646;98,54
MTCD+BSIF;11x11;10;0,6;linear;1;98,646;98,538
MTCD+BSIF;13x13;6;0,4;linear;1;98,594;98,537
MTCD+BSIF;11x11;7;N/A;poly;10;98,594;98,535
MTCD+BSIF;11x11;7;N/A;poly;100;98,594;98,535
MTCD+BSIF;11x11;9;0,6;linear;10;98,594;98,534
MTCD+BSIF;11x11;9;N/A;linear;100;98,594;98,534
MTCD+BSIF;11x11;9;0,6;linear;100;98,594;98,534
MTCD+BSIF;11x11;9;N/A;linear;10;98,594;98,534
MTCD+BSIF;11x11;9;0,8;linear;10;98,594;98,534
MTCD+BSIF;11x11;9;0,8;linear;100;98,594;98,534
MTCD+BSIF;13x13;6;N/A;linear;1;98,594;98,534
MTCD+BSIF;13x13;6;0,8;linear;1;98,594;98,534
MTCD+BSIF;11x11;7;N/A;poly;1;98,594;98,531
MTCD+BSIF;13x13;9;0,6;rbf;1;98,698;98,526
MTCD+BSIF;11x11;9;0,8;linear;1;98,594;98,525
MTCD+BSIF;11x11;9;N/A;linear;1;98,594;98,525
MTCD+BSIF;13x13;8;0,8;linear;100;98,594;98,524
MTCD+BSIF;13x13;8;N/A;linear;10;98,594;98,524
MTCD+BSIF;13x13;8;0,8;linear;10;98,594;98,524
MTCD+BSIF;13x13;8;N/A;linear;100;98,594;98,524
MTCD+BSIF;13x13;11;0,2;rbf;10;98,646;98,522
MTCD+BSIF;13x13;11;0,2;rbf;100;98,646;98,522
MTCD+BSIF;11x11;10;N/A;rbf;100;98,646;98,522
MTCD+BSIF;11x11;10;N/A;rbf;10;98,646;98,522
MTCD+BSIF;15x15;11;0,6;rbf;1;98,698;98,52
MTCD+BSIF;15x15;11;0,4;rbf;1;98,698;98,518
MTCD+BSIF;15x15;11;0,8;rbf;1;98,698;98,518
MTCD+BSIF;13x13;8;N/A;poly;1;98,594;98,513
MTCD+BSIF;13x13;5;0,4;linear;1;98,594;98,494
MTCD+BSIF;15x15;7;0,8;rbf;1;98,698;98,493
MTCD+BSIF;15x15;7;0,4;rbf;1;98,698;98,493
MTCD+BSIF;15x15;7;0,6;rbf;1;98,698;98,493
MTCD+BSIF;13x13;12;0,4;linear;1;98,594;98,491
MTCD+BSIF;13x13;10;0,2;rbf;10;98,594;98,49
MTCD+BSIF;13x13;10;0,2;rbf;100;98,594;98,49
MTCD+BSIF;13x13;12;0,4;linear;100;98,646;98,487
MTCD+BSIF;13x13;12;0,4;linear;10;98,646;98,487
MTCD+BSIF;11x11;10;0,4;linear;10;98,594;98,486
MTCD+BSIF;11x11;10;0,4;linear;100;98,594;98,486
MTCD+BSIF;11x11;10;N/A;linear;1;98,594;98,48
MTCD+BSIF;11x11;10;0,8;linear;1;98,594;98,48
MTCD+BSIF;13x13;12;N/A;poly;10;98,646;98,479
MTCD+BSIF;13x13;12;N/A;poly;1;98,646;98,479
MTCD+BSIF;13x13;12;N/A;poly;100;98,646;98,479
MTCD+BSIF;13x13;6;0,6;linear;1;98,542;98,477
MTCD+BSIF;13x13;12;N/A;rbf;100;98,646;98,475
MTCD+BSIF;13x13;12;N/A;rbf;10;98,646;98,475
MTCD+BSIF;15x15;5;0,2;rbf;100;98,594;98,475
MTCD+BSIF;15x15;5;0,2;rbf;10;98,594;98,475
MTCD+BSIF;11x11;9;N/A;poly;10;98,542;98,474
MTCD+BSIF;11x11;9;N/A;poly;100;98,542;98,474
MTCD+BSIF;15x15;12;0,2;rbf;10;98,542;98,472
MTCD+BSIF;15x15;12;0,2;rbf;100;98,542;98,472
MTCD+BSIF;13x13;8;0,6;linear;10;98,542;98,471
MTCD+BSIF;13x13;8;0,6;linear;100;98,542;98,471
MTCD+BSIF;11x11;7;N/A;rbf;100;98,542;98,467
MTCD+BSIF;11x11;7;N/A;rbf;10;98,542;98,467
MTCD+BSIF;15x15;7;0,2;rbf;1;98,646;98,458
MTCD+BSIF;15x15;5;0,2;linear;1;98,542;98,451
MTCD+BSIF;15x15;5;0,4;rbf;1;98,542;98,448
MTCD+BSIF;13x13;11;0,2;linear;10;98,594;98,44
MTCD+BSIF;13x13;11;0,2;linear;100;98,594;98,44
MTCD+BSIF;15x15;5;0,2;linear;100;98,542;98,431
MTCD+BSIF;15x15;5;0,2;linear;10;98,542;98,431
MTCD+BSIF;11x11;9;0,4;linear;100;98,49;98,428
MTCD+BSIF;11x11;9;0,4;linear;10;98,49;98,428
MTCD+BSIF;17x17;12;0,2;rbf;1;98,542;98,427
MTCD+BSIF;13x13;9;0,8;rbf;1;98,594;98,42
MTCD+BSIF;11x11;9;N/A;poly;1;98,49;98,418
MTCD+BSIF;17x17;9;N/A;rbf;1;98,594;98,416
MTCD+BSIF;15x15;12;0,2;linear;1;98,49;98,41
MTCD+BSIF;17x17;11;N/A;rbf;1;98,542;98,385
MTCD+BSIF;13x13;7;0,2;linear;10;98,438;98,378
MTCD+BSIF;13x13;7;0,2;linear;100;98,438;98,378
MTCD+BSIF;13x13;8;0,4;rbf;10;98,438;98,377
MTCD+BSIF;13x13;8;0,4;rbf;100;98,438;98,377
MTCD+BSIF;11x11;10;0,4;linear;1;98,542;98,376
MTCD+BSIF;11x11;7;0,6;linear;10;98,438;98,366
MTCD+BSIF;11x11;7;0,6;linear;100;98,438;98,366
MTCD+BSIF;13x13;11;0,8;rbf;1;98,542;98,364
MTCD+BSIF;13x13;11;0,4;rbf;1;98,542;98,364
MTCD+BSIF;13x13;11;0,6;rbf;1;98,542;98,364
MTCD+BSIF;11x11;9;0,4;linear;1;98,438;98,364
MTCD+BSIF;13x13;9;0,4;rbf;1;98,542;98,362
MTCD+BSIF;11x11;10;N/A;poly;100;98,49;98,36
MTCD+BSIF;11x11;10;N/A;poly;10;98,49;98,36
MTCD+BSIF;11x11;10;N/A;poly;1;98,49;98,36
MTCD+BSIF;11x11;9;0,8;rbf;10;98,438;98,36
MTCD+BSIF;11x11;9;0,6;rbf;10;98,438;98,36
MTCD+BSIF;11x11;9;0,8;rbf;100;98,438;98,36
MTCD+BSIF;11x11;9;0,6;rbf;100;98,438;98,36
MTCD+BSIF;11x11;9;0,6;linear;1;98,438;98,36
MTCD+BSIF;13x13;8;N/A;linear;1;98,49;98,357
MTCD+BSIF;13x13;8;0,8;linear;1;98,49;98,357
MTCD+BSIF;15x15;6;0,4;rbf;1;98,542;98,34
MTCD+BSIF;17x17;7;0,8;sigmoid;10;98,438;98,338
MTCD+BSIF;15x15;5;0,6;rbf;1;98,438;98,329
MTCD+BSIF;11x11;7;0,8;linear;10;98,385;98,314
MTCD+BSIF;11x11;7;N/A;linear;100;98,385;98,314
MTCD+BSIF;11x11;7;0,8;linear;100;98,385;98,314
MTCD+BSIF;11x11;7;N/A;linear;10;98,385;98,314
MTCD+BSIF;15x15;6;0,2;linear;1;98,49;98,307
MTCD+BSIF;13x13;6;0,4;rbf;10;98,385;98,307
MTCD+BSIF;13x13;6;0,4;rbf;100;98,385;98,307
MTCD+BSIF;15x15;12;0,8;rbf;1;98,49;98,305
MTCD+BSIF;15x15;12;0,6;rbf;1;98,49;98,305
MTCD+BSIF;13x13;6;0,8;rbf;10;98,385;98,305
MTCD+BSIF;13x13;6;0,8;rbf;100;98,385;98,305
MTCD+BSIF;13x13;8;0,6;linear;1;98,438;98,303
MTCD+BSIF;11x11;8;N/A;linear;100;98,438;98,303
MTCD+BSIF;11x11;8;0,8;linear;100;98,438;98,303
MTCD+BSIF;11x11;8;N/A;linear;10;98,438;98,303
MTCD+BSIF;11x11;8;0,8;linear;10;98,438;98,303
MTCD+BSIF;13x13;8;0,4;linear;100;98,385;98,3
MTCD+BSIF;13x13;8;0,4;linear;10;98,385;98,3
MTCD+BSIF;13x13;5;0,6;rbf;10;98,385;98,278
MTCD+BSIF;13x13;5;0,6;rbf;100;98,385;98,278
MTCD+BSIF;15x15;5;0,8;rbf;1;98,385;98,277
MTCD+BSIF;17x17;7;0,6;sigmoid;10;98,385;98,266
MTCD+BSIF;11x11;11;0,8;linear;10;98,385;98,265
MTCD+BSIF;11x11;11;N/A;linear;10;98,385;98,265
MTCD+BSIF;11x11;11;0,8;linear;100;98,385;98,265
MTCD+BSIF;11x11;11;N/A;linear;100;98,385;98,265
MTCD+BSIF;11x11;7;0,4;linear;10;98,333;98,262
MTCD+BSIF;11x11;7;0,4;linear;100;98,333;98,262
MTCD+BSIF;11x11;11;0,6;linear;100;98,385;98,261
MTCD+BSIF;11x11;11;0,6;linear;10;98,385;98,261
MTCD+BSIF;15x15;6;0,2;linear;10;98,333;98,252
MTCD+BSIF;15x15;6;0,2;linear;100;98,333;98,252
MTCD+BSIF;11x11;9;0,4;rbf;10;98,333;98,248
MTCD+BSIF;11x11;9;0,4;rbf;100;98,333;98,248
MTCD+BSIF;13x13;6;0,6;rbf;10;98,333;98,244
MTCD+BSIF;13x13;6;0,6;rbf;100;98,333;98,244
MTCD+BSIF;13x13;8;0,4;linear;1;98,385;98,242
MTCD+BSIF;11x11;11;N/A;rbf;100;98,385;98,239
MTCD+BSIF;13x13;9;0,2;rbf;10;98,333;98,235
MTCD+BSIF;13x13;9;0,2;rbf;100;98,333;98,235
MTCD+BSIF;9x9;7;N/A;rbf;100;98,333;98,231
MTCD+BSIF;11x11;10;0,8;rbf;10;98,333;98,228
MTCD+BSIF;11x11;10;0,4;rbf;10;98,333;98,228
MTCD+BSIF;11x11;10;0,8;rbf;100;98,333;98,228
MTCD+BSIF;11x11;10;0,4;rbf;100;98,333;98,228
MTCD+BSIF;11x11;10;0,6;rbf;100;98,333;98,228
MTCD+BSIF;11x11;10;0,6;rbf;10;98,333;98,228
MTCD+BSIF;11x11;11;0,4;linear;10;98,333;98,227
MTCD+BSIF;11x11;11;0,4;linear;100;98,333;98,227
MTCD+BSIF;9x9;7;N/A;rbf;10;98,333;98,226
MTCD+BSIF;15x15;6;0,6;rbf;1;98,438;98,221
MTCD+BSIF;15x15;6;0,8;rbf;1;98,438;98,221
MTCD+BSIF;7x7;5;N/A;rbf;100;98,333;98,221
MTCD+BSIF;11x11;7;0,4;rbf;100;98,281;98,211
MTCD+BSIF;11x11;7;0,4;rbf;10;98,281;98,211
MTCD+BSIF;13x13;5;0,8;rbf;100;98,333;98,208
MTCD+BSIF;13x13;5;0,8;rbf;10;98,333;98,208
MTCD+BSIF;11x11;8;N/A;poly;1;98,333;98,205
MTCD+BSIF;11x11;8;N/A;poly;10;98,333;98,205
MTCD+BSIF;11x11;8;N/A;poly;100;98,333;98,205
MTCD+BSIF;11x11;7;0,8;rbf;10;98,281;98,203
MTCD+BSIF;11x11;7;0,6;rbf;100;98,281;98,203
MTCD+BSIF;11x11;7;0,8;rbf;100;98,281;98,203
MTCD+BSIF;11x11;7;0,6;rbf;10;98,281;98,203
MTCD+BSIF;17x17;12;N/A;rbf;1;98,385;98,201
MTCD+BSIF;11x11;8;0,6;linear;10;98,333;98,194
MTCD+BSIF;11x11;8;0,6;linear;100;98,333;98,194
MTCD+BSIF;9x9;7;0,8;linear;100;98,281;98,194
MTCD+BSIF;9x9;7;N/A;linear;10;98,281;98,194
MTCD+BSIF;9x9;7;0,8;linear;10;98,281;98,194
MTCD+BSIF;9x9;7;N/A;linear;100;98,281;98,194
MTCD+BSIF;9x9;7;0,6;linear;100;98,281;98,191
MTCD+BSIF;9x9;7;0,6;linear;10;98,281;98,191
MTCD+BSIF;11x11;7;0,6;linear;1;98,281;98,177
MTCD+BSIF;11x11;7;0,8;linear;1;98,281;98,173
MTCD+BSIF;11x11;7;N/A;linear;1;98,281;98,173
MTCD+BSIF;13x13;11;0,2;linear;1;98,333;98,168
MTCD+BSIF;13x13;6;0,2;linear;10;98,229;98,157
MTCD+BSIF;13x13;6;0,2;linear;100;98,229;98,157
MTCD+BSIF;15x15;12;0,4;rbf;1;98,333;98,145
MTCD+BSIF;9x9;8;N/A;rbf;100;98,229;98,139
MTCD+BSIF;9x9;8;N/A;rbf;10;98,229;98,139
MTCD+BSIF;11x11;8;0,8;linear;1;98,281;98,138
MTCD+BSIF;11x11;8;N/A;linear;1;98,281;98,138
MTCD+BSIF;13x13;10;0,2;linear;1;98,281;98,128
MTCD+BSIF;11x11;7;0,4;linear;1;98,229;98,125
MTCD+BSIF;9x9;9;N/A;rbf;100;98,229;98,121
MTCD+BSIF;13x13;5;0,4;rbf;10;98,229;98,119
MTCD+BSIF;13x13;5;0,4;rbf;100;98,229;98,119
MTCD+BSIF;7x7;5;N/A;rbf;10;98,229;98,116
MTCD+BSIF;9x9;9;N/A;rbf;10;98,229;98,114
MTCD+BSIF;9x9;10;N/A;rbf;100;98,229;98,112
MTCD+BSIF;9x9;10;N/A;rbf;10;98,229;98,112
MTCD+BSIF;11x11;6;N/A;rbf;100;98,229;98,095
MTCD+BSIF;13x13;6;0,2;rbf;100;98,177;98,092
MTCD+BSIF;13x13;6;0,2;rbf;10;98,177;98,092
MTCD+BSIF;13x13;7;0,2;rbf;10;98,177;98,091
MTCD+BSIF;13x13;7;0,2;rbf;100;98,177;98,091
MTCD+BSIF;11x11;8;0,4;linear;100;98,229;98,086
MTCD+BSIF;11x11;8;0,4;linear;10;98,229;98,086
MTCD+BSIF;11x11;11;N/A;linear;1;98,281;98,085
MTCD+BSIF;11x11;11;0,8;linear;1;98,281;98,085
MTCD+BSIF;9x9;7;N/A;poly;1;98,177;98,084
MTCD+BSIF;11x11;11;N/A;rbf;10;98,281;98,082
MTCD+BSIF;17x17;7;N/A;rbf;1;98,385;98,078
MTCD+BSIF;9x9;7;N/A;poly;10;98,177;98,076
MTCD+BSIF;9x9;7;N/A;poly;100;98,177;98,076
MTCD+BSIF;7x7;5;N/A;poly;1;98,177;98,072
