Fitur;Ukuran;Bit;PCA;Kernel;C;Akurasi
MTCD+BSIF;17x17;7;0,8;rbf;10;99,792 $\pm$ 0,208
MTCD+BSIF;17x17;9;0,4;rbf;100;99,74 $\pm$ 0,227
MTCD+BSIF;17x17;9;0,4;rbf;10;99,74 $\pm$ 0,227
MTCD+BSIF;15x15;9;N/A;poly;100;99,74 $\pm$ 0,173
MTCD+BSIF;15x15;9;0,4;linear;10;99,74 $\pm$ 0,271
MTCD+BSIF;15x15;9;N/A;poly;1;99,74 $\pm$ 0,173
MTCD+BSIF;15x15;9;0,4;linear;100;99,74 $\pm$ 0,271
MTCD+BSIF;15x15;9;N/A;poly;10;99,74 $\pm$ 0,173
MTCD+BSIF;17x17;6;N/A;rbf;100;99,74 $\pm$ 0,173
MTCD+BSIF;17x17;6;N/A;rbf;10;99,74 $\pm$ 0,173
MTCD+BSIF;17x17;11;N/A;poly;100;99,74 $\pm$ 0,227
MTCD+BSIF;17x17;11;N/A;poly;1;99,74 $\pm$ 0,227
MTCD+BSIF;17x17;11;N/A;poly;10;99,74 $\pm$ 0,227
MTCD+BSIF;17x17;12;0,4;linear;100;99,74 $\pm$ 0,271
MTCD+BSIF;17x17;12;0,4;linear;10;99,74 $\pm$ 0,271
MTCD+BSIF;17x17;12;0,6;linear;10;99,74 $\pm$ 0,271
MTCD+BSIF;17x17;12;0,6;linear;100;99,74 $\pm$ 0,271
MTCD+BSIF;17x17;12;0,6;linear;1;99,74 $\pm$ 0,271
MTCD+BSIF;17x17;8;0,4;linear;10;99,74 $\pm$ 0,271
MTCD+BSIF;17x17;8;0,2;linear;100;99,74 $\pm$ 0,342
MTCD+BSIF;17x17;8;0,6;linear;1;99,74 $\pm$ 0,271
MTCD+BSIF;17x17;8;0,8;linear;10;99,74 $\pm$ 0,271
MTCD+BSIF;17x17;8;0,2;linear;10;99,74 $\pm$ 0,342
MTCD+BSIF;17x17;8;0,6;linear;10;99,74 $\pm$ 0,271
MTCD+BSIF;17x17;8;0,8;linear;100;99,74 $\pm$ 0,271
MTCD+BSIF;17x17;8;0,4;linear;100;99,74 $\pm$ 0,271
MTCD+BSIF;17x17;8;0,6;linear;100;99,74 $\pm$ 0,271
MTCD+BSIF;17x17;8;0,4;linear;1;99,74 $\pm$ 0,271
MTCD+BSIF;17x17;8;0,8;linear;1;99,74 $\pm$ 0,271
MTCD+BSIF;17x17;8;N/A;linear;10;99,74 $\pm$ 0,271
MTCD+BSIF;17x17;8;N/A;linear;100;99,74 $\pm$ 0,271
MTCD+BSIF;17x17;8;N/A;linear;1;99,74 $\pm$ 0,271
MTCD+BSIF;17x17;8;N/A;rbf;10;99,74 $\pm$ 0,271
MTCD+BSIF;17x17;8;N/A;rbf;100;99,74 $\pm$ 0,271
MTCD+BSIF;15x15;10;N/A;linear;100;99,74 $\pm$ 0,227
MTCD+BSIF;15x15;10;0,8;linear;10;99,74 $\pm$ 0,227
MTCD+BSIF;15x15;10;N/A;linear;10;99,74 $\pm$ 0,227
MTCD+BSIF;15x15;10;0,8;linear;100;99,74 $\pm$ 0,227
MTCD+BSIF;15x15;9;N/A;linear;10;99,688 $\pm$ 0,233
MTCD+BSIF;15x15;9;N/A;linear;1;99,688 $\pm$ 0,233
MTCD+BSIF;15x15;9;0,8;linear;10;99,688 $\pm$ 0,233
MTCD+BSIF;15x15;9;N/A;linear;100;99,688 $\pm$ 0,233
MTCD+BSIF;15x15;9;0,8;linear;100;99,688 $\pm$ 0,233
MTCD+BSIF;15x15;9;0,8;linear;1;99,688 $\pm$ 0,233
MTCD+BSIF;15x15;9;0,6;linear;100;99,688 $\pm$ 0,233
MTCD+BSIF;15x15;9;0,6;linear;10;99,688 $\pm$ 0,233
MTCD+BSIF;15x15;9;0,6;linear;1;99,688 $\pm$ 0,233
MTCD+BSIF;15x15;9;0,4;linear;1;99,688 $\pm$ 0,345
MTCD+BSIF;17x17;11;0,8;linear;10;99,688 $\pm$ 0,233
MTCD+BSIF;17x17;11;0,8;linear;100;99,688 $\pm$ 0,233
MTCD+BSIF;17x17;11;0,6;linear;10;99,688 $\pm$ 0,233
MTCD+BSIF;17x17;11;0,6;linear;100;99,688 $\pm$ 0,233
MTCD+BSIF;17x17;11;N/A;linear;100;99,688 $\pm$ 0,233
MTCD+BSIF;17x17;11;N/A;linear;10;99,688 $\pm$ 0,233
MTCD+BSIF;17x17;10;0,4;rbf;100;99,688 $\pm$ 0,233
MTCD+BSIF;17x17;10;0,4;rbf;10;99,688 $\pm$ 0,233
MTCD+BSIF;15x15;10;N/A;poly;100;99,688 $\pm$ 0,18
MTCD+BSIF;15x15;10;N/A;poly;10;99,688 $\pm$ 0,18
MTCD+BSIF;17x17;12;0,4;linear;1;99,688 $\pm$ 0,233
MTCD+BSIF;17x17;7;0,2;linear;10;99,688 $\pm$ 0,345
MTCD+BSIF;17x17;7;0,2;linear;100;99,688 $\pm$ 0,345
MTCD+BSIF;17x17;11;0,6;linear;1;99,688 $\pm$ 0,233
MTCD+BSIF;17x17;11;N/A;linear;1;99,688 $\pm$ 0,233
MTCD+BSIF;17x17;11;0,8;linear;1;99,688 $\pm$ 0,233
MTCD+BSIF;17x17;11;0,4;linear;1;99,688 $\pm$ 0,345
MTCD+BSIF;17x17;8;0,2;linear;1;99,688 $\pm$ 0,429
MTCD+BSIF;17x17;12;N/A;rbf;100;99,688 $\pm$ 0,345
MTCD+BSIF;17x17;12;N/A;rbf;10;99,688 $\pm$ 0,345
MTCD+BSIF;15x15;10;0,6;linear;100;99,688 $\pm$ 0,233
MTCD+BSIF;15x15;10;0,6;linear;10;99,688 $\pm$ 0,233
MTCD+BSIF;15x15;10;0,4;linear;1;99,688 $\pm$ 0,233
MTCD+BSIF;15x15;10;0,8;linear;1;99,688 $\pm$ 0,233
MTCD+BSIF;15x15;10;0,6;linear;1;99,688 $\pm$ 0,233
MTCD+BSIF;15x15;10;N/A;linear;1;99,688 $\pm$ 0,233
MTCD+BSIF;17x17;6;0,2;linear;1;99,688 $\pm$ 0,233
MTCD+BSIF;17x17;9;0,2;linear;1;99,635 $\pm$ 0,271
MTCD+BSIF;15x15;9;N/A;rbf;10;99,635 $\pm$ 0,308
MTCD+BSIF;15x15;9;N/A;rbf;100;99,635 $\pm$ 0,308
MTCD+BSIF;15x15;10;N/A;poly;1;99,635 $\pm$ 0,227
MTCD+BSIF;17x17;9;0,6;rbf;10;99,635 $\pm$ 0,173
MTCD+BSIF;17x17;9;0,8;rbf;10;99,635 $\pm$ 0,173
MTCD+BSIF;17x17;9;0,6;rbf;100;99,635 $\pm$ 0,173
MTCD+BSIF;17x17;9;0,8;rbf;100;99,635 $\pm$ 0,173
MTCD+BSIF;17x17;8;0,8;rbf;10;99,635 $\pm$ 0,308
MTCD+BSIF;17x17;8;0,6;rbf;100;99,635 $\pm$ 0,308
MTCD+BSIF;17x17;8;0,8;rbf;100;99,635 $\pm$ 0,308
MTCD+BSIF;17x17;8;0,6;rbf;10;99,635 $\pm$ 0,308
MTCD+BSIF;17x17;11;N/A;rbf;10;99,635 $\pm$ 0,271
MTCD+BSIF;17x17;11;N/A;rbf;100;99,635 $\pm$ 0,271
MTCD+BSIF;17x17;11;0,4;linear;100;99,635 $\pm$ 0,308
MTCD+BSIF;17x17;11;0,4;linear;10;99,635 $\pm$ 0,308
MTCD+BSIF;17x17;6;0,2;linear;10;99,635 $\pm$ 0,308
MTCD+BSIF;17x17;6;0,2;linear;100;99,635 $\pm$ 0,308
MTCD+BSIF;15x15;10;N/A;rbf;10;99,635 $\pm$ 0,271
MTCD+BSIF;15x15;10;N/A;rbf;100;99,635 $\pm$ 0,271
MTCD+BSIF;15x15;7;0,8;linear;10;99,635 $\pm$ 0,227
MTCD+BSIF;15x15;7;0,8;linear;100;99,635 $\pm$ 0,227
MTCD+BSIF;15x15;7;N/A;linear;100;99,635 $\pm$ 0,227
MTCD+BSIF;15x15;7;N/A;linear;10;99,635 $\pm$ 0,227
MTCD+BSIF;15x15;7;0,6;linear;100;99,635 $\pm$ 0,227
MTCD+BSIF;15x15;7;0,6;linear;10;99,635 $\pm$ 0,227
MTCD+BSIF;17x17;9;0,2;linear;100;99,583 $\pm$ 0,295
MTCD+BSIF;17x17;9;0,2;linear;10;99,583 $\pm$ 0,295
MTCD+BSIF;17x17;10;0,2;linear;1;99,583 $\pm$ 0,255
MTCD+BSIF;17x17;11;0,8;rbf;10;99,583 $\pm$ 0,329
MTCD+BSIF;17x17;11;0,6;rbf;10;99,583 $\pm$ 0,329
MTCD+BSIF;17x17;11;0,6;rbf;100;99,583 $\pm$ 0,329
MTCD+BSIF;17x17;11;0,8;rbf;100;99,583 $\pm$ 0,329
MTCD+BSIF;15x15;10;0,4;rbf;10;99,583 $\pm$ 0,147
MTCD+BSIF;15x15;10;0,4;rbf;100;99,583 $\pm$ 0,147
MTCD+BSIF;17x17;10;0,6;rbf;100;99,583 $\pm$ 0,295
MTCD+BSIF;17x17;10;0,6;rbf;10;99,583 $\pm$ 0,295
MTCD+BSIF;17x17;10;0,8;rbf;100;99,583 $\pm$ 0,295
MTCD+BSIF;17x17;10;0,8;rbf;10;99,583 $\pm$ 0,295
MTCD+BSIF;15x15;10;0,4;linear;10;99,583 $\pm$ 0,295
MTCD+BSIF;15x15;10;0,4;linear;100;99,583 $\pm$ 0,295
MTCD+BSIF;17x17;8;0,4;rbf;10;99,583 $\pm$ 0,39
MTCD+BSIF;17x17;8;0,4;rbf;100;99,583 $\pm$ 0,39
MTCD+BSIF;17x17;7;0,2;rbf;10;99,583 $\pm$ 0,51
MTCD+BSIF;17x17;7;0,2;rbf;100;99,583 $\pm$ 0,51
MTCD+BSIF;15x15;9;0,8;rbf;10;99,583 $\pm$ 0,39
MTCD+BSIF;15x15;9;0,8;rbf;100;99,583 $\pm$ 0,39
MTCD+BSIF;17x17;10;0,2;linear;100;99,531 $\pm$ 0,271
MTCD+BSIF;17x17;10;0,2;linear;10;99,531 $\pm$ 0,271
MTCD+BSIF;15x15;10;0,8;rbf;100;99,531 $\pm$ 0,227
MTCD+BSIF;15x15;10;0,6;rbf;10;99,531 $\pm$ 0,227
MTCD+BSIF;15x15;10;0,8;rbf;10;99,531 $\pm$ 0,227
MTCD+BSIF;15x15;10;0,6;rbf;100;99,531 $\pm$ 0,227
MTCD+BSIF;17x17;8;0,2;rbf;100;99,531 $\pm$ 0,475
MTCD+BSIF;17x17;8;0,2;rbf;10;99,531 $\pm$ 0,475
MTCD+BSIF;15x15;7;N/A;poly;100;99,531 $\pm$ 0,372
MTCD+BSIF;15x15;7;N/A;poly;10;99,531 $\pm$ 0,372
MTCD+BSIF;15x15;9;0,6;rbf;100;99,531 $\pm$ 0,372
MTCD+BSIF;15x15;9;0,6;rbf;10;99,531 $\pm$ 0,372
MTCD+BSIF;17x17;5;0,4;linear;1;99,531 $\pm$ 0,372
MTCD+BSIF;17x17;5;0,6;linear;1;99,531 $\pm$ 0,372
MTCD+BSIF;17x17;5;0,8;linear;100;99,531 $\pm$ 0,372
MTCD+BSIF;17x17;5;0,4;linear;100;99,531 $\pm$ 0,475
MTCD+BSIF;17x17;5;0,4;linear;10;99,531 $\pm$ 0,475
MTCD+BSIF;17x17;5;0,8;linear;10;99,531 $\pm$ 0,372
MTCD+BSIF;17x17;5;0,6;linear;10;99,531 $\pm$ 0,372
MTCD+BSIF;17x17;5;0,8;linear;1;99,531 $\pm$ 0,372
MTCD+BSIF;17x17;5;0,6;linear;100;99,531 $\pm$ 0,372
MTCD+BSIF;17x17;5;N/A;poly;1;99,531 $\pm$ 0,372
MTCD+BSIF;17x17;5;N/A;poly;10;99,531 $\pm$ 0,372
MTCD+BSIF;17x17;5;N/A;linear;10;99,531 $\pm$ 0,372
MTCD+BSIF;17x17;5;N/A;linear;1;99,531 $\pm$ 0,372
MTCD+BSIF;17x17;5;N/A;rbf;10;99,531 $\pm$ 0,372
MTCD+BSIF;17x17;5;N/A;linear;100;99,531 $\pm$ 0,372
MTCD+BSIF;17x17;5;N/A;poly;100;99,531 $\pm$ 0,372
MTCD+BSIF;17x17;5;N/A;rbf;100;99,531 $\pm$ 0,372
MTCD+BSIF;17x17;9;0,8;rbf;1;99,479 $\pm$ 0,312
MTCD+BSIF;17x17;9;0,6;rbf;1;99,479 $\pm$ 0,312
MTCD+BSIF;17x17;9;0,4;rbf;1;99,479 $\pm$ 0,312
MTCD+BSIF;17x17;10;0,2;rbf;100;99,479 $\pm$ 0,233
MTCD+BSIF;17x17;10;0,2;rbf;10;99,479 $\pm$ 0,233
MTCD+BSIF;15x15;7;0,4;linear;100;99,479 $\pm$ 0,233
MTCD+BSIF;15x15;7;0,4;linear;10;99,479 $\pm$ 0,233
MTCD+BSIF;17x17;11;0,6;rbf;1;99,479 $\pm$ 0,477
MTCD+BSIF;17x17;11;0,8;rbf;1;99,479 $\pm$ 0,477
MTCD+BSIF;17x17;11;0,4;rbf;100;99,479 $\pm$ 0,429
MTCD+BSIF;17x17;11;0,4;rbf;10;99,479 $\pm$ 0,429
MTCD+BSIF;17x17;12;0,8;rbf;100;99,479 $\pm$ 0,312
MTCD+BSIF;17x17;12;0,6;rbf;10;99,479 $\pm$ 0,312
MTCD+BSIF;17x17;12;0,8;rbf;10;99,479 $\pm$ 0,312
MTCD+BSIF;17x17;12;0,6;rbf;100;99,479 $\pm$ 0,312
MTCD+BSIF;15x15;9;0,4;rbf;10;99,479 $\pm$ 0,454
MTCD+BSIF;15x15;9;0,4;rbf;100;99,479 $\pm$ 0,454
MTCD+BSIF;15x15;7;N/A;rbf;100;99,479 $\pm$ 0,454
MTCD+BSIF;17x17;11;0,2;linear;100;99,427 $\pm$ 0,271
MTCD+BSIF;17x17;11;0,2;linear;10;99,427 $\pm$ 0,271
MTCD+BSIF;17x17;11;0,2;linear;1;99,427 $\pm$ 0,308
MTCD+BSIF;15x15;9;0,2;linear;10;99,427 $\pm$ 0,559
MTCD+BSIF;15x15;9;0,2;linear;100;99,427 $\pm$ 0,559
MTCD+BSIF;15x15;9;0,2;rbf;10;99,427 $\pm$ 0,451
MTCD+BSIF;15x15;9;0,2;rbf;100;99,427 $\pm$ 0,451
MTCD+BSIF;17x17;9;0,2;rbf;100;99,427 $\pm$ 0,271
MTCD+BSIF;17x17;9;0,2;rbf;10;99,427 $\pm$ 0,271
MTCD+BSIF;15x15;8;N/A;rbf;100;99,427 $\pm$ 0,308
MTCD+BSIF;15x15;8;N/A;rbf;10;99,427 $\pm$ 0,308
MTCD+BSIF;17x17;11;0,4;rbf;1;99,427 $\pm$ 0,559
MTCD+BSIF;17x17;5;0,2;linear;1;99,427 $\pm$ 0,475
MTCD+BSIF;15x15;8;0,4;linear;1;99,427 $\pm$ 0,451
MTCD+BSIF;15x15;8;0,6;linear;1;99,427 $\pm$ 0,451
MTCD+BSIF;15x15;8;N/A;linear;1;99,427 $\pm$ 0,308
MTCD+BSIF;15x15;8;0,8;linear;1;99,427 $\pm$ 0,308
MTCD+BSIF;15x15;7;0,6;linear;1;99,427 $\pm$ 0,648
MTCD+BSIF;15x15;7;0,8;linear;1;99,427 $\pm$ 0,648
MTCD+BSIF;15x15;7;N/A;linear;1;99,427 $\pm$ 0,648
MTCD+BSIF;15x15;9;0,2;linear;1;99,375 $\pm$ 0,531
MTCD+BSIF;17x17;6;0,6;rbf;10;99,375 $\pm$ 0,361
MTCD+BSIF;17x17;6;0,4;rbf;100;99,375 $\pm$ 0,361
MTCD+BSIF;17x17;6;0,8;rbf;10;99,375 $\pm$ 0,361
MTCD+BSIF;17x17;6;0,8;rbf;100;99,375 $\pm$ 0,361
MTCD+BSIF;17x17;6;0,4;rbf;10;99,375 $\pm$ 0,361
MTCD+BSIF;17x17;6;0,6;rbf;100;99,375 $\pm$ 0,361
MTCD+BSIF;15x15;10;0,2;rbf;100;99,375 $\pm$ 0,255
MTCD+BSIF;15x15;10;0,2;rbf;10;99,375 $\pm$ 0,255
MTCD+BSIF;15x15;7;N/A;rbf;10;99,375 $\pm$ 0,625
MTCD+BSIF;17x17;7;0,6;rbf;1;99,375 $\pm$ 0,722
MTCD+BSIF;17x17;7;0,4;rbf;1;99,375 $\pm$ 0,722
MTCD+BSIF;17x17;10;0,4;rbf;1;99,323 $\pm$ 0,173
MTCD+BSIF;15x15;10;0,2;linear;1;99,323 $\pm$ 0,271
MTCD+BSIF;15x15;10;0,2;linear;10;99,323 $\pm$ 0,372
MTCD+BSIF;15x15;10;0,2;linear;100;99,323 $\pm$ 0,372
MTCD+BSIF;13x13;9;N/A;rbf;10;99,323 $\pm$ 0,578
MTCD+BSIF;13x13;9;N/A;rbf;100;99,323 $\pm$ 0,578
MTCD+BSIF;17x17;8;0,4;rbf;1;99,323 $\pm$ 0,475
MTCD+BSIF;17x17;6;0,8;rbf;1;99,323 $\pm$ 0,4
MTCD+BSIF;17x17;7;0,8;rbf;1;99,375 $\pm$ 0,846
MTCD+BSIF;15x15;7;N/A;poly;1;99,323 $\pm$ 0,712
MTCD+BSIF;13x13;9;0,6;linear;10;99,323 $\pm$ 0,578
MTCD+BSIF;13x13;9;0,6;linear;100;99,323 $\pm$ 0,578
MTCD+BSIF;17x17;10;0,6;rbf;1;99,271 $\pm$ 0,233
MTCD+BSIF;17x17;10;0,8;rbf;1;99,271 $\pm$ 0,233
MTCD+BSIF;15x15;11;N/A;poly;10;99,271 $\pm$ 0,312
MTCD+BSIF;15x15;11;N/A;poly;100;99,271 $\pm$ 0,312
MTCD+BSIF;15x15;11;N/A;poly;1;99,271 $\pm$ 0,312
MTCD+BSIF;17x17;12;0,4;rbf;100;99,271 $\pm$ 0,376
MTCD+BSIF;17x17;12;0,4;rbf;10;99,271 $\pm$ 0,376
MTCD+BSIF;15x15;11;N/A;linear;100;99,271 $\pm$ 0,312
MTCD+BSIF;15x15;11;0,6;linear;1;99,271 $\pm$ 0,312
MTCD+BSIF;15x15;11;N/A;rbf;100;99,271 $\pm$ 0,312
MTCD+BSIF;15x15;11;0,4;linear;100;99,271 $\pm$ 0,312
MTCD+BSIF;15x15;11;0,6;linear;100;99,271 $\pm$ 0,312
MTCD+BSIF;15x15;11;N/A;rbf;10;99,271 $\pm$ 0,312
MTCD+BSIF;15x15;11;0,6;linear;10;99,271 $\pm$ 0,312
MTCD+BSIF;15x15;11;0,4;linear;10;99,271 $\pm$ 0,312
MTCD+BSIF;15x15;11;0,4;linear;1;99,271 $\pm$ 0,312
MTCD+BSIF;15x15;11;N/A;linear;10;99,271 $\pm$ 0,312
MTCD+BSIF;15x15;11;N/A;linear;1;99,271 $\pm$ 0,312
MTCD+BSIF;15x15;11;0,8;linear;100;99,271 $\pm$ 0,312
MTCD+BSIF;15x15;11;0,8;linear;10;99,271 $\pm$ 0,312
MTCD+BSIF;15x15;11;0,8;linear;1;99,271 $\pm$ 0,312
MTCD+BSIF;17x17;6;0,4;rbf;1;99,271 $\pm$ 0,454
MTCD+BSIF;17x17;6;0,6;rbf;1;99,271 $\pm$ 0,454
MTCD+BSIF;17x17;8;0,8;rbf;1;99,271 $\pm$ 0,541
MTCD+BSIF;17x17;8;0,6;rbf;1;99,271 $\pm$ 0,541
MTCD+BSIF;13x13;9;N/A;linear;100;99,271 $\pm$ 0,561
MTCD+BSIF;13x13;9;N/A;linear;10;99,271 $\pm$ 0,561
MTCD+BSIF;13x13;9;0,8;linear;10;99,271 $\pm$ 0,561
MTCD+BSIF;13x13;9;0,8;linear;100;99,271 $\pm$ 0,561
MTCD+BSIF;15x15;8;N/A;poly;1;99,219 $\pm$ 0,227
MTCD+BSIF;15x15;8;0,8;rbf;100;99,219 $\pm$ 0,4
MTCD+BSIF;15x15;8;0,8;rbf;10;99,219 $\pm$ 0,4
MTCD+BSIF;15x15;8;0,6;rbf;10;99,219 $\pm$ 0,4
MTCD+BSIF;15x15;8;0,6;rbf;100;99,219 $\pm$ 0,4
MTCD+BSIF;15x15;11;0,8;rbf;100;99,219 $\pm$ 0,342
MTCD+BSIF;15x15;11;0,6;rbf;10;99,219 $\pm$ 0,342
MTCD+BSIF;15x15;11;0,8;rbf;10;99,219 $\pm$ 0,342
MTCD+BSIF;15x15;11;0,6;rbf;100;99,219 $\pm$ 0,342
MTCD+BSIF;15x15;11;0,4;rbf;10;99,219 $\pm$ 0,342
MTCD+BSIF;15x15;11;0,4;rbf;100;99,219 $\pm$ 0,342
MTCD+BSIF;17x17;11;0,2;rbf;100;99,219 $\pm$ 0,578
MTCD+BSIF;17x17;11;0,2;rbf;10;99,219 $\pm$ 0,578
MTCD+BSIF;15x15;8;0,8;linear;10;99,219 $\pm$ 0,308
MTCD+BSIF;15x15;8;N/A;linear;10;99,219 $\pm$ 0,308
MTCD+BSIF;15x15;8;N/A;linear;100;99,219 $\pm$ 0,308
MTCD+BSIF;15x15;8;0,8;linear;100;99,219 $\pm$ 0,308
MTCD+BSIF;15x15;5;N/A;rbf;100;99,219 $\pm$ 0,475
MTCD+BSIF;15x15;5;N/A;rbf;10;99,219 $\pm$ 0,475
